,text,label,hashtag_cnt
5922,#lovesofmylife #family these 3 right here are my heartbeats. They make it all worth it. I am…,3,2.0
5923,#Repost fit_fun_fierce_filipina with repostapp・・・I absolutely love ️ meeting great people…,0,1.0
5924,There's no one else I'd rather be than me. Forever complete because of you two. ️#myloves…,0,1.0
5925,Piece of cake by the ocean #djbadash #holidayparty #sandiego @ Hornblower Harbor Cruise,6,3.0
5926,Love these ladies with all my ️ #AGwives #goingforthegold @ Nobu Malibu,0,2.0
5927,Because I ️️ #prettyfeet and #leatherpants I ️️#vegas @ Bellagio Las Vegas,0,3.0
5928,#static and #bokeh and a #heart and my #goggles #lens ... see if you can find the ️ in the…,0,5.0
5929,Disney day ️ #Disneyland @ Disneyland,0,1.0
5930,A converted church into a vacation rental! #gorgeous #California #NevadaCity #latergrams @user,1,4.0
5931,Hey Jude! Another new addition to the family today! #Nephew #Guncle #PalegaStrong #Jude…,14,4.0
5932,#quoteoftheday @ Top Of The Beverly Hills,19,1.0
5933,FUCK I'M #DEAD .........# #lol #deadass #lmao #haha #hilarious #comedy…,2,8.0
5934,#Blue nights with these beauties @ Jet Center Los Angeles (FBO),8,1.0
5935,Bliss @user ...#mcm #bliss #love #laugh #photography #photooftheday #photographer…,18,7.0
5936,These homemade bourbon balls are no joke! #buzzed @ Bixby Knolls Apartments,17,1.0
5937,"I am who I am, what more can I be... #real #malemodel #instabeauty #instafashion #instastyle…",15,5.0
5938,We may be infamous but we pretend like we are famous #careysisters #artist #mysister ️…,0,3.0
5939,Take me back to La La Land ️...#picoftheday #photooftheday #actor #la #nyc #newyork…,12,6.0
5940,On my way to the #top #inspiration #motivation #patience #entrepreneur #entrepreneurlife…,15,6.0
5941,One pissed off looking pizza angel @user #damoreson3rd @user @ D'Amore's Famous Pizza,18,1.0
5942,Friends #extrañoaIndy #friends #pet #nature #wa #diablolake @ Diablo Lake,13,6.0
5943,Yay! Going to the 500 now #celebration @user #santacruzart #california #artgallery…,5,4.0
5944,Tons of little stocking stuffer ideas! #pickettfences #shopsmall #shoplocal #larchmont…,17,4.0
5945,Keep Faith above All. @user #faith #spreadlove #smile #strength…,18,4.0
5946,"Stepping out in LA.Peep Cindy in the background.Thanks for the fun, #NastyGal @user @user",9,1.0
5947,S'more for me s'more for you #foodporn #live2love @ Gyu-Kaku…,3,2.0
5948,Finally a daughter and mommy date ️ #ashlijordan @ Olive Garden,0,1.0
5949,#truth #hardtacos @ Las Vegas Blue Diamond,2,2.0
5950,These Space Jams 9s were a solid addition ....#kicks #kicksonfire #kicksoftheday…,15,3.0
5951,"Thank you #la, you were hair flipping amazing And to everyone who made my trip special, I love…",14,1.0
5952,"Wait, you guys aren't photographers? ••#producers #producer #beats #studio #flstudio #rap…",2,6.0
5953,Decorating #nomorecraftsfromostin #keepsakes #traditions @user,17,3.0
5954,The award for first person to my bday party goes to... @user ️#birthdayboy #birthday…,0,2.0
5955,"Mood... Never Not Winning, with our ""Golden Camo"" Coach Jacket. joseclavel#nevernotwinning…",18,1.0
5956,Slaying tonight with my baby lilone702 #dayumwelookgoodtogether #slayyyy #sorrynotsorry @user,1,3.0
5957,Love this photo michellejulie took this weekend ️ carolineejune #earlybirthdaysurprise @ Santa…,0,1.0
5958,It's funny who you find in a train @user magicalforestlv #trainrides…,14,1.0
5959,Mother nature never ceases to impress me ...#sunsetting #sunset #sunsets…,7,3.0
5960,"Yours Truly, CLUTCHbyhimself.⠀⠀⠀⠀⠀⠀⠀⠀⠀ : @user #DLCHVU #Stoney…",18,2.0
5961,We made it! Phantogram #phantogram #jimmykimmellive @ Jimmy Kimmel Live!,4,2.0
5962,#Repost.. @user #bts today styling for herronthelabel Holiday w/ @user @user,7,2.0
5963,#theline #itwasterrible #itrainshere dd_railin @ Mount Baker,10,3.0
5964,And...here's the instagram worthy pic collage for the night. #christmasprogram2016 @ Northside…,14,1.0
5965,"Wink Wink, Lash Me! #tarteistpro @ Los Angeles, California",14,1.0
5966,Happy Holidays from Vandals Swim and Dive #Uidaho #SwimandDive @ University of Idaho,17,2.0
5967,exploring expressions for my character I love my job!#characterdesign #expression #design…,5,3.0
5968,Out here at legendary #calikings #christmas bash! #goonster #gooniseverywhere #og_goonster @user,15,5.0
5969,Silent night..all is bright. Nixon's first Christmas program ️ ️ #lovethatkid #blessed…,0,2.0
5970,So proud of my team! ️ ️ ️ #keepingupwithkendo #kendoklub #Holidays2016 @ The City Club of San…,0,3.0
5971,Today didn't suck. #snowboarding #686 #pow #smith c3worldwide @user Matt Roebke @user,18,4.0
5972,"""Shine"" #imagine #portrait #headshot #fantasy #retouch #retoucherwork @ Villa Pacific Townhomes",7,6.0
5973,quinlannielson caught on candid camera lol #love #instagood #me #cute #tbt #photooftheday…,2,6.0
5974,"Evening workout with wilhelmfit focused on legs, legs, legs!! #legdayz #feeltheburn @ LVAC",4,2.0
5975,"Don't mind my messy hair, just look how short I am compare to Roger #priceless #filipina…",2,2.0
5976,Feliz Navidad #movienight #happyholidays @ Universal CityWalk Hollywood,17,2.0
5977,The hike was worth the gram #tb @ Golden Gate Bridge,14,1.0
5978,Tough L @user That was a close 1. @user We're still giving away McGriddles 4 the Pt Play. #ripcity,15,1.0
5979,Crushing so hard. DPN holiday party #dpn #sofitel @ Sofitel Los Angeles at Beverly Hills,17,2.0
5980,Festive scene in NorCal. I love ️ my home state! #sanfrancisco #unionsquare #christmastree…,0,3.0
5981,We learn together. We help each other. #phonebank #organize #mobilize #california #losangeles…,1,5.0
5982,"Pugs, stars and bars with fremontandfriends #hats #mens #pugs #burnt @ Burnt Boutique",4,4.0
5983,darling #justholdon @ Good Neighbor Tattoo,8,1.0
5984,One of our first meals in Seattle...#Paseo did NOT disappoint @user,5,1.0
5985,Super fun sesh today w/ jeffpratt_87 and @user trapezelasvegas #weee #scary #progress…,5,3.0
5986,"Behind the scenes with estudios_official #blackandwhite #modellife #photography @ Los Angeles,…",18,3.0
5987,Alicia killed it this time!!! ️#besthaircolor #besthairstylist #nofilter @ Salon 2152 spa +…,0,3.0
5988,Next on the #bucketlist: Hike the Grand Canyon (and hopefully I won't be sick then like I am…,15,1.0
5989,Recalling fun #memories and great histories from the #50s watching Black&White #photos from…,10,3.0
5990,The gift of therapy quotes #quote #quotes #quoteoftheday #lifequotes #pinquotes…,7,5.0
5991,Photo me in San Francisco posing on a narrow wall. @user #sanfrancisco #rollerskating…,18,2.0
5992,"""The number one key to success in life is sustaining your energy""Agreed Mr #Tonyrobbins …",5,1.0
5993,"""I am born."" #dubsmash #disneyland #lionking #californiaadventure #disney…",2,5.0
5994,"️ ️ ️ #braveenough #lifequotes @ North Park, San Diego",0,2.0
5995,"Low-key lit #OOTD #Lit #Topman #Forever21 #Vans #Penny #WinterFashion #Winter @ San Jose,…",4,8.0
5996,When you and all your friends do a table read of #HarryPotterandtheCursedChild. @ Crush Bar,9,1.0
5997,Y'all ain't ready for this #music!!! @user is on @user you are a #f**king…,4,2.0
5998,Vegas is fun with you ️#idbetonus #vegas @ The Cosmopolitan of Las…,0,2.0
5999,Chilling with my two pets ️Moe and Stef #me #la #hollywood #fuzz #friends @ Sunset Boulevard,0,5.0
6000,"LaMont, you looking short bruh! #stooplife #thedime #stylingandprofiling @ The Dime",2,3.0
6001,The awkward moment you realize it was not a joke #classic #embraceyourweirdness #auditon…,2,3.0
6002,#selfie #legend #maninmotion @ Studio City Hills,19,3.0
6003,"Just wow #soyouthinkyoucandancenextgeneration#finale @ Sunnyvale, California",1,2.0
6004,When your not in your ends... #rodeodrive #Hydro #CaliBoy @user @ Rodeo Drive,18,3.0
6005,So get out there and be the badass I know you are. #yougotthis #selfconfidenceisthebestoutfit…,3,2.0
6006,Happy bday Tay #taylorswift #selenagomez #taylena #selena #selenator #taylenator…,0,6.0
6007,Because even #disney needs a #christmastree #disneyland #california #downtowndisney #anahiem…,17,6.0
6008,Don't #choke kitcatbradshaw and I just completed our first #SpartanRace #Trifecta this year…,2,3.0
6009,"Current mood, Walking into Tuesday like...Wearing GOGA by @user ️ #lamodel…",0,1.0
6010,#sf #sf ️ @ Broadway Tunnel,0,2.0
6011,#BlackGirl knowledge on tmz_tv #livingthattvlife #ruatkbeliever #ebonymami #TKakes @ TMZHQ,2,5.0
6012,Good looking out @user on the dope #FL #hat Killin it #eastcoast #westcoast #one…,15,5.0
6013,#HOMOSWEETHOMO mat available at and in both shops. A perfect gift for any homo! …,8,1.0
6014,Christmas came early for Joe check his new fit!!! #i coffee #iownyou #thejoyinthejourney…,1,3.0
6015,Just want to put this out there Tags by hashmeapp #lol #humor #friendship #yogapractice…,2,4.0
6016,"Love it #Repost superhaughtvids・・・ALEX AF yep, I think I'm on a roll with this. Which one…",0,1.0
6017,"The tree Chrismakkuh is upon us. I love this time of year #lovemyfamily @ Sherman Oaks,…",17,1.0
6018,First round of cards going out today. #igglemail #happymail #snailmail #christmascards…,3,4.0
6019,• thai dinner • #yumyum #eatpraylove #winterwonderland #blackfriday #xoxo #igdaily #igers…,16,7.0
6020,Let the festivities begin! #unionsquare #sf #sanfrancisco #sfstyle #sfblogger #igerssf #iggerssf…,17,7.0
6021,Man on top of the world #mykindofsexy #MyBoo #I ️HimlikeCrazy #snowbound #powpow @ China Peak,0,5.0
6022,Our tiniest helper came to help with the holiday rush! #simba #kamalbeverlyhills @ Kamal Beverly Hills,1,2.0
6023,Happy Hour with mango enchilado margarita #MyDayInLA (at @user,16,1.0
6024,It's cold and windy at the beach for a SoCal winter day but it sure is beautiful #nofilter @user,6,1.0
6025,The stampeding crowd of #blackFriday ! #getoutside #NoFilter #california #travel #beach…,19,6.0
6026,One of my favorite things about christmas time. Trees with white lights . #Seattle #happyholidays @user,7,2.0
6027,"Finally, a #family photo of something other than Sky's butt... Tis the season! #Christmas…",17,2.0
6028,That's done! Thanks _oldstonehouse_giftgarden_ for our beautiful tree. #christmastree #christmas…,17,2.0
6029,"New hat ️ #blackfriday #newhat #blonde @ Camas,WA 98607",0,3.0
6030,Narcissus: the 50th essence of 88 in the preparation of #PurpleRain anointment #narcissus #perfume…,13,3.0
6031,"""YOU SHALL NOT PASS!!""(My homage to #LordofTheRings ) #Gandolf #whitewizard #gandolfthegrey…",7,4.0
6032,#facecutoff but #goodenough ️ spending time with my #parents #timegoesbysofast @ Bellagio Las Vegas,0,4.0
6033,more than blood #sisterdate #soulsister @ BJ's Restaurant and Brewhouse,3,2.0
6034,️ these two more than anything in the world!!! #iowethemeverything @ Bellagio Las Vegas,0,1.0
6035,"Thanks #RaveGuards !! @ Fremont, California",13,1.0
6036,CAN YOU READ THIS??? I CAN!!! Comment below if you have trouble with any of the words. #mixed…,16,1.0
6037,"The ""Long Beach"" is on point! #2015FOODIEZOOL #FOODBEAST @ Jaburritos",15,2.0
6038,#sunset strolls #California #SantaCruz ️ #singhroadie2015 #biancabee @user,0,5.0
6039,I live for this life #bae4lyfe @ Sleep Train Arena,1,1.0
6040,It's beginning to look a lot like Christmas #Hollywood #Christmas #ohana #losangeles @ Universal…,17,4.0
6041,24 karat baby #BirthdayMonth #24k #Blessed #BoutToBeLit #SuiteLife @ Island Hotel Newport Beach,7,5.0
6042,Hoping everyone is enjoying their extended #Thanksgiving Weekend! #food #family #togetherness @ Los…,9,4.0
6043,Oh oh oh It's Christmas Time! #losangeles #cocacola #Diary #Travel #Love #Life #california…,17,7.0
6044,Kicking off Christmas festivities with my favorite blonde | #SeniorYearRaynasHere @ Ghirardelli Square,17,1.0
6045,...downtown Seattlehad blast no shopping tho.#america#seattle#pikeplacemarket @ Westlake Center,5,3.0
6046,Happy Friday night ️#gaslampquarter #sandiego #unionkitchenandtap #cheers #lagunitas #pilsner @user,0,6.0
6047,#yosemitelove #winterwonderland @ Yosemite National Park,0,2.0
6048,Hoping everyone is enjoying their extended #Thanksgiving Weekend! #food #family #togetherness @ Los…,9,4.0
6049,#congee and fish stew #chinesefood #foodporn to mellow out after the big meals @ Cafe Tsui Wah 翠華茶餐廳,16,3.0
6050,Impossible to say no! #paletas @ Stickhouse Gelato,16,1.0
6051,At Portland's annual tree lighting ceremony #xmastree #pdx #treelightingceremony #crowds #milokona…,17,5.0
6052,San Fran tree lighting Great view from The Starlight Room #kimpton (@ The Starlight Room),17,1.0
6053,Shamu #seawolrd #amazing #shamurocks #beautiful @ Sea World Shamu Splash Zone,1,4.0
6054,#pnw @ Neskowin Beach,0,1.0
6055,"In the world of photography, you get to share a captured moment with people. #friends @ Hemet,…",10,1.0
6056,"So, #circleoflights is now trending on Twitter, but by the looks of it, the denizens of #Indianapolis don't get out much. #flyoverstates",2,3.0
6057,Great day of shooting today with Alexandre Lysiak. ️ #male #models #santamonica #photoshoot #men…,0,5.0
6058,At night they turn on the festive lights and open the Zoo #zoolights @ Point Defiance Zoo & Aquarium,7,1.0
6059,Nobody came to my picnic #blackfriday #optoutside #occupyoutdoors #tahoe @ Vikingsholm,19,4.0
6060,#flashbackfriday to when I met my favorites! They finally put the…,1,1.0
6061,"#feelthebern #berniesanders #rollingstone I LOVE YOU BERNIE!! #berniesanders2016 @ Mira Monte,…",0,4.0
6062,Here's to good times at family weddings ️ #blessed @ Crazy Horse,0,1.0
6063,Jax's first campfire #Glamis #Thanksgiving2015 #Jax #Boxmation @ Glamis Sand Dunes,4,4.0
6064,"#weddingringer I can be your date too!! I love seeing happy couples, love everywhere!! Tonight will…",16,1.0
6065,I am so excited for this performance! mrahchiu outdid himself tonight! #thenightmarebeforechristmas…,1,1.0
6066,"Happy 🇵🇮 time!!""It's THE OCEAN ""..... U are absolutely CORRECT #Levon !!! @ Villa Maria Retreat…",6,1.0
6067,"Warm, fresh, homemade pie. I'm in heaven!! Such a cute inn! #adventure #weekendgetaway…",1,2.0
6068,#BlackFriday shopping and accidentaly bumped into this girl! I missed you!! applegrace1976 ️…,0,1.0
6069,Change of plans... Rather have dinner with this BEAUTIFUL young lady #VicCee @ Kenji Sushi Grill &…,9,1.0
6070,My loves ️ ️ #alwaysagoodtime #growingoldtogether #eatingsaladswhenitscoldout #whatgirlsdo @ Pelican…,0,4.0
6071,"#selfie #셀카 #셀피 #찰칵 #LosAngeles #city #twenties #Seoul #미국 #Koreatown @ Los Angeles, California",10,10.0
6072,"We cool. #literally #freezing @ Ashland, Oregon",6,2.0
6073,Scouting for more photo shoot spots. #sanjose #vscocam #mthamilton#iphonephotography…,18,4.0
6074,"So in love with my Nikes #nikerunning #betterforit #nofilter @ Moses Lake, Washington",0,3.0
6075,ENLIGHTENED GEOMETREE. It's the most wonderful time of the year.#punny #lights #lines…,17,3.0
6076,#SanFrancisco ️ @ Grand View Park,0,1.0
6077,Beautiful Christmas tree at Fashion Island #christmastree #FashionIsland #NewportBeach #SoCal @user,17,4.0
6078,"Girls trip to Seattle #dancers #californiagirls #calvinklein #zebra @ Seattle, Washington",1,4.0
6079,Thanks for telling it like it is @user Less is More ️#lessismore #smallbusinesssaturday…,0,2.0
6080,Such a Great Album ️ ️ ️ ️ ️ ️ ️ #adele #25 @ 99 Cents Store,0,2.0
6081,"Last night ️ #grandmahoney #loveher #thanksgiving2015 @ Palo Alto,…",0,3.0
6082,"My #family and a few stragglers #Thanksgiving #itsallgreektome @ La Canada Flintridge, California",19,3.0
6083,Date night with this hottie! #datenightwithmylove #michellerex2015 @ Sitka and Spruce,1,2.0
6084,'Tis the season to be merry Can't wait for #Vegas tomorrow! #happyholidays #girlsnightout…,17,3.0
6085,Go Follow Photo By Me #fresh #yngphotography #photography #photoshoot #fresh #vibes #lmp…,15,7.0
6086,We ready #leggo #mychicas #funtimes #turnup #shotsshotsshots #vegas #ontothenext #wekeepitmovin @ V…,9,8.0
6087,Thankful for our family traditions #Sunriver #Bend #UnderPreparedForThisWeather #6degrees…,7,4.0
6088,Had the best night with the best girl #itsofficial #mygirl #itsralph #youwillneverbederekandremicute…,1,4.0
6089,Studio with @user #model #studio #oc #la #photo #photooftheday…,10,6.0
6090,"These #california sunsets are amazing! #goldenhour #travel ️ @ North Beach, San Francisco",12,3.0
6091,Night keeps moving at the #disneyconcerthall #dtla #welikela #mydayinla #weownthenight_la…,6,5.0
6092,@user #concierto @ Salon Fullenwinder,1,1.0
6093,️ #smezlife #makingmemories #festivaloflights #missioninn @ The Mission…,0,4.0
6094,Family ️ #smezlife #makingmemories @ The Old Spaghetti Factory,0,2.0
6095,"Self. #yachats #oregon : girls0nfilm @ Yachats, Oregon",10,2.0
6096,Night one of convention was straight lit! #nerdlife #comealive @ Grand…,4,2.0
6097,Happy Birthday to this beautiful lady miss.berdusco #birthdaydinner…,9,1.0
6098,"It's #Blackfriday !! After went shopping,we ate lunch or dinner I don't know which Because…",6,1.0
6099,"Hi, baby. #baby #boy #babyboy#vsco #vscocam #instagood#asian #american #amboy #chinese#chinito…",9,11.0
6100,#lategram: Sadie + My X-Mas: ignore my singing : #iloveherso #happy #christmas2015 #winter2015 @user,14,5.0
6101,#ChariotFlys in shiny black. For those days when your felling kind of Game of thrownish. …,19,1.0
6102,"Cutting out stock size intake valve seats to install a ""little"" bigger seats #ferrea @ Diamond…",14,1.0
6103,Travel and Capture Gold @user #SanFrancisco #Traveling @ Golden Gate Bridge,10,2.0
6104,January 31st 2015 #Gainz #FitFam @ Core Evolution - LSF,2,2.0
6105,Glad that everyone made it in the picture #winterraverday #perf #sockmonkey @ Disneyland,2,3.0
6106,More from #LastNight. @user killed it with #theWildfires on & off stage. @ Echoplex,19,2.0
6107,@user #askblaziken am I funny ?,16,1.0
6108,when @user dropped djsnake 's new single #Propaganda @ Shrine Auditorium & Expo Hall,4,1.0
6109,"For booking info, please contact.... #proudauntie @ Los Angeles, Ca",16,1.0
6110,When I #travel I ️ ️ to #google #dinersdriveinsanddives and #eat #local What a #cool sign. @user,0,6.0
6111,A delicious evening...! #goodtimes #greatcompany ️ #yum #foodporn #foodielife #foodie…,0,6.0
6112,Mondaze #coffeefirst #yogini #seattlevibes #seattle @ Tougo Coffee,7,4.0
6113,"Pops ️ #HappyBirthday #loveyoupops @ Long Beach, California",0,2.0
6114,#todalavida clin clin clin clin @ Tijuana International Airport,2,1.0
6115,It's always better when we're together. #JackJohnson,12,1.0
6116,Best wrestling move ever # #beats #howiflipbeats @ Rasputin Music,4,3.0
6117,#backstageorganics is pleased to announce elephantrevival The Fillmore SF Jan 20/21! Tix Avail …,13,1.0
6118,They say I'm evil cuz I trained my eagle to see gold jozifbadmon #iHeardSGTGS @ Victorville…,4,1.0
6119,"Another 40 degree morning, another #BobsRedMill breakfast this time I added a little coconut…",1,1.0
6120,#backstageorganics @user #california March 2016 Tix Avail huge shout out to all our…,13,2.0
6121,Thanks sis me encantaron #nike #roshe,9,2.0
6122,Heading to a #familyreunion2015 with Matt's dads family Fresno bound! @ Freeway 99,6,1.0
6123,Monday afternoon in Hollister #hollisterca #smalltown…,1,2.0
6124,"#KeMosion!!! (@ Hollywood Walk of Fame in Hollywood, CA)",16,1.0
6125,I'm so love being a #tourist in #beverlyhills @ City of Beverly Hills,1,2.0
6126,I've finally made it to #beverlyhills always wanted to see this place. #tourist #Cali2015 @user,1,3.0
6127,French words. I know less than a dozen but it doesn't make me any less of a Francophile #ootd…,2,1.0
6128,In the #studiocity area? Come stop by and try today's #soupoftheday: Spilt pea! by…,10,2.0
6129,817 days after holding hands for the first time and she still takes my breath away! ️ #dateisset…,0,1.0
6130,Adult coloring in...apparently a trend! #whoknew @ Brentwood Country Mart,5,1.0
6131,"Because this is what we do here!! #MadPieOC #BuildYourOwnPizza #PizzaRules @ Irvine, California",5,3.0
6132,New Teas!!! Come in a try some #tea #yum #caffeine2306 #zhenasgypsytea #cafelife #burbank…,7,6.0
6133,"Carrot cake, Boston cream pie, Americano, and eggnog latte #foodie #foodieheaven #safoodie…",1,3.0
6134,"Glutes on fire! #hikersforlyfe @ East Fork, Azusa Canyon - San Gabriel Mountains",4,1.0
6135,#pizza TRIFECTA @ The Star on Grand,7,1.0
6136,"When you step outside and the sky's like ""oh, hey"" #sunset #zenmoment @ Spring Valley, Nevada",14,2.0
6137,New #speaker digs for the #crosley #marshallamps #thereplacements…,1,4.0
6138,"Now watch me whip, now watch me nae nae #memories #bigbear #christmas2015 #watchmewhip…",17,4.0
6139,Me and my Petes paetrpeter #bestfriends #hubs #petes #transponster #nottickedatall #latepost…,9,6.0
6140,In Napa visiting my babe hayvino . #wine #napa #friends #vacay @ Pine Ridge Vineyards,16,4.0
6141,After Christmas celebration with adamabad #christmas #brother #siblings #december #abad @user,5,5.0
6142,Hitting some balls with the boys. Dan's phone takes those super hi res photos #golf #range…,2,2.0
6143,"#2015bestnine kid, music, sky. Sounds about right. Oh, and borrowed kitteh. @ San Francisco,…",16,1.0
6144,#Flys team rider @user busting a big air in some no doubt cold water. …,10,1.0
6145,This is also know as #hotgirlgetreadytime before the club!!! @ Las Vegas Strip,2,1.0
6146,Duo blunts and a dead watch (still looks nice) but bye bye OC one back home #mysweetleaf…,2,1.0
6147,Happy Birthday from WeedMaps!! ️the wrapping Sydney!! #birthday #Weedmaps #love #christmasbaby…,0,4.0
6148,One of the coolest things I've ever seen! ️ #godislove @ Salvation…,0,1.0
6149,We LOVE little Gus laudorecharlotte and tclainos!!! He's adorable! #nephew #derbys…,8,2.0
6150,My favorite kind of weather over the place I call home. #LA #cloudy #hike #runyon #hollywood…,8,5.0
6151,Close up! oil slick hair #aliciaorabella #orabellacolorstudio @ Orabella Color Studio,4,2.0
6152,Papalote and Little Gus! #boyscouts #derbys laudorecharlotte tclainos @ Duncan Street SF,8,2.0
6153,"Bachelor's Life lol..   #girlitfeelgoodinhere #lol @ Los Angeles, California",2,2.0
6154,Added a golden rose to jlk37 's sleeve of fleurs. Thanks girl! Always a pleasure! #tattoo…,9,1.0
6155,The only 10s I see!! #madtparty #slay #disneyside #Disney #dland #dca #disneyland…,1,7.0
6156,@user in our #genderisadrag tee @ Otherwild,1,1.0
6157,I SWEAR I buy them for the articles only! #vintage #70s #playboy #magazine #venicebeach…,19,5.0
6158,the strides grown ups take to sit up front... ️ u @user #milerun #executiveplatinum,0,2.0
6159,@user is the absolute best #Cali2015 #veniceBeach @ Venice Beach,1,2.0
6160,"It may be December, but it’s still sunny in #California! ️ Our tomatoes and cucumbers LOVE the…",12,1.0
6161,It's always such a pleasure to see my BFF #fromseattletosandiego @ South Park Brewing,13,1.0
6162,Go enjoy something in nature for the New Years #reduce #reuse #recycle #sustainable #newyear…,19,5.0
6163,Adventures of #addyandro ️ @ Seascape Kids Fun - Anaheim,0,1.0
6164,Rodeo Drive #BestOf2015 @ Rodeo Drive Beverley Hills California,6,1.0
6165,When the homegirls from #highlandpark #NELA come to visit and they cute. So good hanging with…,6,2.0
6166,Maybe one day my sweet thanks for an amazing intro to what you do @user #Emmys…,14,1.0
6167,magic vibes in Berkeley #jupiter #magic #vibes #onlygoodvibes @ Jupiter,7,4.0
6168,Best place to be ️ #Love #Freedom #Power @user niketraining @ Hollywood,0,3.0
6169,Dinner is going to be good tonight @user #GordonRamsay #MasterChef @ Drai's Beach Club…,19,2.0
6170,So yummy I had to share on my gallery. #instagood #sanfrancisco #i ️sf #macarons…,0,4.0
6171,Congrats to the #FinalFive! See how they celebrated their team Olympic gold: #USA,11,2.0
6172,Just what I needed. beautiful solo hike/jog tonight #therapeutic #backyard #allthewayup @user,1,3.0
6173,"Splorin' #socal # @ Carlsbad, California",6,2.0
6174,"#linkinmybio @ Long Beach, California",4,1.0
6175,Night time walks #summer2016 #vancouverisland #beautifulbc #nightfall #dallasroad…,0,5.0
6176,These girls ️ #floating #riverday #babes…,0,3.0
6177,You're my favorite exploring partner ️ ️ #neskowin #oregoncoast #beachlife #pnwstyle #leftcoast…,0,5.0
6178,"""Do what you LOVE and they'll LOVE what you do!!!"" by legrandtigre #AvantGardeHipHop…",18,1.0
6179,Got some swag #everydaycarry special for @user #m6pro #fisherpen #word #macbook…,6,5.0
6180,"Part 3. REDEMPTION RAIN IS FALLING ️. My husband, #PastorBrianWarren sensed #HolySpirit wanted…",0,2.0
6181,"With him by my side, even Tuesday's are fun #rainforestcafe #sanfrancisco #pier39 @ Rainforest…",8,3.0
6182,peanut butter heaven... #fatlifechoseme @ Stacked,1,1.0
6183,"Breathtaking view #sunset #santabarbara #summer2016 @ Angel Oak,…",7,3.0
6184,Tuesday #cochinatransfers #freakalley #boise #idaho @ Freak Alley Downtown Boise,18,4.0
6185,Wednesday 11am-6pm Hauser Wirth & Shimmel art complex vishn9 RETNA #retna ironeyeretna…,10,1.0
6186,"@user | Bedtime this kind of music never gets old to me #throwback #rnb #slowjams @ Tacoma,…",5,3.0
6187,#phelpstwins #phelps #1 #usa @ RIO Olympics,11,4.0
6188,A wall of denim #levis #usa #losangeles #california # @ Downtown Los Angeles,11,5.0
6189,Word lol ! #feminist #womanpower #ego #mrknowitall #men #followforfollow #mood #instagram…,2,8.0
6190,The girls in SF. ️ Isabella and Marisa. #sanfrancisco #love @ CREAM San Francisco,0,2.0
6191,Our #uglyfaceselfies were photobombed by some other Canadians!! @user #GoMariners…,2,2.0
6192,Get it Girl! I need those boots ! @user #soldout @ The Independent,14,1.0
6193,About last night... ️ #TheSofitel #AmberSauer #TeamSuxxess #Inseparable #Singers @ Sofitel Los…,0,5.0
6194,When in Vegas you wear 4inch heels of course...now I can't walk! Lol #gettheseoff #highheels…,19,2.0
6195,Gave out #freecoffee at the #catered #openhouse ! Loved the #stickers #happyhousehunting…,1,5.0
6196,The moment my goddaughter lost her shit in #Disneyland. : @user,10,1.0
6197,Take me away ️@Alabama_Shakes #love #music @ Greek Theatre,0,2.0
6198,This picture! If only Elsie and Connell were in it! #cousins #beachday #lowtide…,1,3.0
6199,He cleans up nice #weddingseason #nicksndcierragetmarried #bogdiswedding2016 #myhandsomeman…,1,4.0
6200,#winners #winnermentality to the #top with #nlp #neurolinguisticprogramming @ Be-Live in U,7,5.0
6201,"Whisky a go-go burns so good, fools #losangeles #punk #rocknroll #sunsetblvd #turnuponatuesday…",4,5.0
6202,Completely complete. ️#03.07.16 @ Davenport Beach,0,1.0
6203,loving my new jacket thank you @user this is the best #bestbuyandbeyond @user,2,1.0
6204,#tbwedneaday when you hit the steps so hard that you threw yourself out of the cypher …,14,1.0
6205,It feels good to be #home #enjoying a #majestic #summernight under the #stars at the…,6,5.0
6206,Bang that head like I told yuh! More to come with this piece . #MrCoachJc #MakeMoreMusicParis @user,16,2.0
6207,"""CUZ YOU WERE UNSURE OF MY FEELINGS FOR YOU!"" #DontDoubtMyLove #YouKnowWhatsFunny…",2,2.0
6208,"Part 4. REDEMPTION RAIN IS FALLING ️. My husband, #PastorBrianWarren sensed #HolySpirit wanted…",0,2.0
6209,"""Catch a FADE IT'S NOTHING, ON MY MOMMA"" -joemosesaob #MYNIGGA…",6,1.0
6210,GET TO THE CHOPPER : @user #yyz2edc #artofvisuals #instamagazine #mobilemag #ig_gods…,10,5.0
6211,"Sometimes we #pool in the ""morning"". #Hashtag #After #Damnit @ Runyon Canyon - Los Angeles /…",6,4.0
6212,"Another Prisma edit, makes for some interesting images. I think I like it . #ax2016…",6,1.0
6213,A STUDY IN CONTRASTS sarahmireyaphoto #actor #model #malemodel #fashionmodel #runwaymodel…,18,5.0
6214,#ChuckD Thinks Rage Is Good for America (..and I agree with him.…,11,1.0
6215,Bryce canyon. Unbelievable feelings. .. #usa #summer2016 #travelling #brycecanyon #holidays…,11,5.0
6216,@user at day 3 of #OutsideLands. : @user @ Outside Lands Festival At Golden Gate Park,18,1.0
6217,.@miguel making us swoon as usual. #outsidelands : @user @ Outside Lands Festival At…,18,1.0
6218,This sweet face @user theregoesthemotherhood @user @user #TGTM #mom…,13,2.0
6219,.@rebeccawisocky we love it hot! #BARBECUE #LAThtr,4,2.0
